Year,Month,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,USA
1999,1,18049,2278,11137,11952,49642,19327,3203,1128,18170,12396,0,4763,13294,15337,2592,8023,17909,12849,2319,3695,843,8377,4821,12436,13490,4276,1780,4724,1464,2488,6671,6220,13067,1340,16731,12089,9612,31538,834,9526,1389,18473,45200,5055,1043,13981,7820,8260,7780,2113,501504
1999,2,20583,2413,12716,15338,51756,22101,3539,1077,20957,22189,0,5146,16411,15961,2759,7694,22311,14060,2745,3674,1016,10093,6692,15882,16814,5009,1662,4869,1465,2609,7686,7353,15307,1600,23524,14651,11276,38744,786,12231,1685,23304,49704,5933,1668,16020,8454,11200,10578,2492,593737
1999,3,19424,3206,12792,13694,60736,17040,4176,1314,21988,19846,0,6053,18213,16938,3042,8992,20740,14239,3379,3942,1422,12430,9876,13857,17563,6106,1805,5363,1865,3269,8341,9084,13987,2055,24939,13343,13267,50380,925,11476,1852,23035,48253,6021,1941,17142,9192,10856,14891,2605,626895
1999,4,14823,3929,12636,11130,53204,11512,3942,1081,18174,15542,0,5614,14540,16525,2332,6682,17439,10733,2765,3227,1391,11091,9264,10735,15281,5844,1524,4785,2935,3023,7082,9209,11662,1748,22586,12221,12486,42539,806,8840,1783,17000,40782,5987,1599,13904,7971,9902,14936,2543,537289
1999,5,14043,3278,11330,9536,52888,10451,3619,1095,17938,14672,0,5268,12418,15176,1659,5975,13777,10248,2490,2755,1149,8702,7164,9395,11831,5203,1328,4667,2779,2717,6475,6675,10282,1747,18019,10631,11186,36280,762,8356,1491,15515,40099,5333,1156,13704,7898,7360,10694,2403,479617
1999,6,14651,3201,10854,10128,56262,10842,3019,918,18467,14527,0,4827,11283,14030,1692,6027,14373,11232,2256,2979,1171,7838,7825,9781,11666,5236,1344,4520,2504,2743,6806,5753,11073,1621,16514,10679,11036,33929,719,8184,1464,16197,39834,4393,1142,13138,8281,7481,9133,2426,475999
1999,7,14795,3744,11291,10490,56583,10756,2959,901,18500,15315,4,5009,11734,12594,1908,6148,15838,12224,2758,3127,1288,9378,8296,11045,11503,5173,1499,4521,2939,2727,6546,6075,11447,1947,17398,10499,11891,34381,749,9239,1773,17775,44558,4538,1320,14211,8152,8507,9754,2429,498236
1999,8,17095,4243,11909,13077,61460,20582,3593,1270,18905,18303,0,5596,13891,15226,2954,7834,18205,14292,4036,3596,1597,13901,15832,13121,14727,5995,2299,4839,3514,3118,7147,8693,14853,2710,22262,12145,11452,41888,837,11327,2730,19662,52461,5330,1752,15149,9352,9226,13962,2872,600820
1999,9,20181,3623,12500,16712,62418,25074,3770,1508,19137,19877,0,7833,14118,15027,4907,8454,19990,19591,6213,4429,1827,22309,23407,14959,17471,7592,3274,5328,4198,3056,7656,12725,16809,4149,25418,13792,15553,43473,860,12189,3959,19384,61027,7355,2603,17429,11204,11904,21306,3509,701087
1999,10,22484,5723,13410,18909,69951,32436,4771,1930,22896,25857,0,8027,16831,19328,6890,11495,23993,21964,8503,5941,2499,24410,24308,18299,23087,9588,4965,5044,4972,3641,9754,15515,21476,4745,29770,16106,13688,55596,1102,12450,5524,23761,63426,8016,3129,20783,14336,16359,24664,3254,825606
1999,11,29445,3169,12180,23692,79997,30809,4398,2403,26158,25302,0,6057,20489,22242,7552,13783,28229,23991,4744,8123,2539,29064,14770,23713,24418,5777,4635,5350,4286,4460,8119,16373,26053,2856,38940,19020,18094,65270,1072,14527,3713,28471,66103,7607,2440,23033,10785,17481,22690,2809,887231
1999,12,41183,4264,20166,25686,127115,45396,4314,2969,39534,44387,0,8505,25019,24798,7774,15001,35408,30592,4952,8344,2764,26416,15891,28891,28780,7228,5447,8365,4776,4661,12123,15461,35456,3214,41496,24255,20817,57442,1225,21670,3964,41637,97301,12150,2425,29812,16414,15911,18952,4128,1124479
2000,1,17860,2149,10758,11788,45541,23611,6,1057,19178,16906,0,4312,13444,14663,2607,7987,17459,12767,2606,3043,1768,10190,7635,12200,14172,4407,1766,4238,2733,2602,6299,6267,12795,1708,20200,11957,9658,34599,774,9342,1997,18928,43667,4611,1123,13636,7839,8589,10368,2196,516006
2000,2,19309,2620,12185,15649,45565,24811,0,1133,20590,19331,0,5322,13844,14732,2829,8219,21621,13280,2723,3538,2147,11173,9677,15169,16932,5301,1732,4432,2650,2778,7687,7084,15180,1901,24204,14962,11551,37513,853,11052,2288,21178,47586,5831,1590,15794,9146,11546,13013,2688,581939
2000,3,16992,3054,12255,13091,49556,27655,0,1251,20224,17433,0,5562,14398,15093,2899,8355,19364,12336,3514,3511,2547,12233,13129,12341,16401,6002,1719,4424,3318,3263,7724,8923,12973,2431,24696,12702,12463,48082,939,10049,2500,19940,45172,5549,1961,17908,10114,10854,16615,2683,596198
2000,4,13017,3432,10624,10228,47335,21777,6,1108,17554,12861,0,5112,11478,9487,2285,5896,16387,9776,2966,3251,2490,11429,11916,9143,14225,5744,1429,3963,3068,2985,6240,8495,10616,2210,21170,11516,10993,38820,784,7073,2300,14344,36447,4379,1708,13361,8390,9255,14440,2358,495871
2000,5,11832,3069,9387,8874,45163,17662,0,870,16610,11037,0,4568,9893,4466,1544,5493,12913,9064,2434,2456,1581,8675,7917,8458,10574,5222,1257,3799,2455,2744,5759,5892,8921,1671,15376,9323,9236,32349,669,6325,1901,12968,34399,4006,1222,11352,7633,7143,9922,2069,418153
2000,6,12944,2959,9501,9180,44150,20610,0,880,17684,12188,0,4400,9005,4578,1666,5205,13879,9653,2406,2645,1663,8883,8432,9220,11084,5325,1291,3611,2652,2924,6040,5389,10146,1729,15730,10371,9375,31118,682,6992,1905,12596,36038,3964,1129,11129,7805,7397,9160,2133,429446
2000,7,12449,3259,9545,8724,44850,19288,0,912,16818,12476,0,4376,9329,4507,1714,5153,13354,10187,2686,2912,1499,9731,8832,9271,10612,4646,1479,3585,2720,2571,5401,5674,10305,1718,14878,9467,8159,30932,595,7021,2094,16221,36590,3953,1206,11886,7758,7743,9498,1977,430561
2000,8,16403,3842,10946,12239,50801,25564,0,1042,19575,16131,0,5560,12230,6781,2892,6776,18049,13738,3651,3541,2004,13042,14321,13038,13907,5560,2095,3738,3215,3049,6678,7983,15577,2741,20887,11635,10244,34700,699,10800,3181,19446,51811,5111,1544,13970,9237,9060,14009,2531,555574
2000,9,19885,3553,11305,15124,47738,28961,0,1275,19988,18899,0,7774,12690,7448,4716,8008,20108,17801,5814,4719,2075,23493,23292,14049,16137,7913,3013,4303,4158,3012,7268,12410,17167,4044,24115,13080,15228,41591,754,10789,4695,19087,58520,7019,2231,16397,11769,12058,22239,3625,661337
2000,10,19647,5136,11158,16780,52059,30214,0,1612,22717,21641,0,6845,14398,8968,6264,10516,21371,19434,7569,5317,2530,23312,22736,15286,21208,8972,4833,3991,4508,3276,8509,14527,19283,4584,25035,14820,11427,48106,867,10762,6187,20078,56324,6522,2688,17457,12197,13650,24736,3010,713067
2000,11,27199,2926,10353,21524,66551,29504,0,2002,25304,23046,0,5593,16287,12475,7050,12176,25539,21321,4343,7206,2458,25973,12398,21595,22725,5138,4316,3845,4120,4110,7173,14808,24015,2734,34890,17563,11332,53752,957,13218,3717,26567,59768,5848,2181,21270,9502,16591,20647,2548,776158
2000,12,34362,3960,15038,19678,92052,37763,0,2205,33770,34866,0,7422,16415,11716,6004,12932,29852,25347,4316,6210,2464,20556,11976,24206,23599,6877,4616,5878,3945,3756,9256,12210,30453,2586,32981,19582,15578,45308,841,17803,3958,33315,78797,10627,1716,24348,12599,14371,15838,3766,887714
2001,1,17733,2408,10142,12091,46104,23652,1,1096,22018,16447,0,4513,11623,6265,2571,7760,17820,12131,2587,3251,2257,9790,7896,11451,14123,4339,1812,3674,2817,3187,6254,6526,14061,1716,19819,12757,9486,33830,768,9017,2306,17546,44404,4637,1030,13793,8600,9167,10043,2251,509570
2001,2,18828,2343,11534,14314,37682,23686,0,1077,21396,18298,0,5188,12680,7625,2745,7392,20955,12930,2633,3791,2163,11877,8638,14112,15936,5072,1684,3868,2709,2896,7537,7293,14776,1734,22710,14633,10516,35842,775,10172,2359,19682,45459,5574,1460,15198,9432,10842,13312,2470,545828
2001,3,18034,2912,11131,12759,43249,29322,2,1234,22191,17093,0,5481,13536,7457,3245,8141,20312,12527,3363,3758,2638,13755,12861,12301,16461,6175,1952,4324,3120,3413,7669,8042,13676,2124,24668,12997,12259,44628,779,9343,3066,20877,43405,5295,1750,15645,10178,11306,17988,2514,580956
2001,4,12565,3398,9538,8414,56735,23024,0,929,18123,11043,0,4581,10183,4743,2336,5507,14259,8474,3270,2921,2051,11219,11368,8356,12672,5704,1344,3392,3179,2703,5731,7759,9694,1959,18712,10669,10936,36068,720,6197,2292,12402,33125,4622,1615,11970,8683,8399,14239,2185,470008
2001,5,12138,2965,8937,8055,55552,21077,0,918,17526,10754,0,4420,8910,4778,1506,4860,12909,8720,2570,2365,1824,8457,7746,7929,10296,5144,1194,3516,2411,2690,5457,5955,9156,1627,15075,9219,9011,30480,598,6101,2030,12282,33563,3728,1031,11315,7925,7406,8868,2118,423112
2001,6,13220,2626,9014,8178,46694,21850,13,852,18145,11398,0,4193,8705,4575,1626,4899,13848,10172,2421,2958,1763,8739,7670,8824,10642,5138,1310,3555,2366,2416,5531,5207,10505,1670,15312,9283,10380,29091,580,6400,2174,12825,34614,4130,1059,11170,8686,7652,8425,2069,424573
2001,7,12972,3198,8848,8369,43959,21457,0,813,17825,11183,0,3994,8690,4452,1581,4842,13077,10495,2886,2640,1686,8240,8447,8578,10427,4664,1361,3490,2577,2139,5331,5498,10070,1619,13934,9212,8514,28342,566,6669,2238,12699,35604,3584,1193,11535,8195,7603,8840,2120,416256
2001,8,17684,3902,10687,12857,51398,28926,10,1101,21311,16299,0,5580,11971,6647,2594,7090,19612,15894,3994,3559,1992,13196,14602,13808,15539,6312,2131,3916,3032,2661,7009,7307,16597,2431,20725,13501,10921,35030,766,10439,3341,18714,55757,4901,1416,13733,10522,10176,13619,2916,578126
2001,9,21407,3784,13494,14836,57081,36988,4679,1764,28933,19983,0,7687,14510,8643,4588,8493,20022,18421,6996,5585,2850,24609,22574,12940,18019,8201,3076,5290,5051,3346,7704,15275,17699,4045,29848,14475,16492,49181,1163,11352,4961,19482,65326,7117,2506,17970,13909,12520,21972,3841,740688
2001,10,22887,5244,13682,17601,63370,43018,7442,2192,37238,24835,0,7199,18075,10888,5613,11108,24737,21503,9336,7165,3824,25204,23787,16211,24737,9468,4168,5235,5769,4708,9153,18765,21652,4795,33503,17509,13895,63045,1510,12394,6595,24095,65448,7336,3054,23053,16025,17475,25414,3157,864117
2001,11,23650,3208,11265,17480,54143,35150,5485,2157,29880,23047,0,4956,17287,12816,6600,11439,24365,18025,4829,7756,3224,27520,12154,17566,21246,4843,4129,4255,4490,4828,6360,17047,20804,3032,37254,14596,12249,63358,1062,11727,4320,27264,51425,6799,2502,23635,10309,15276,21096,2601,770509
2001,12,31171,3426,15250,18731,62328,40529,5409,2470,34800,32903,0,6315,18918,12709,6447,11902,29905,23003,4761,7131,3152,24036,14199,20408,25265,6190,4506,6030,4306,4510,7928,13837,28510,2994,36390,18615,15913,57069,945,16112,4652,32904,71871,9795,2040,27163,12762,15024,17593,3562,876389
2002,1,14375,1911,10111,8652,38504,15148,4371,1246,21625,15227,0,3445,12426,6108,2394,6534,15306,9359,2860,3276,2970,12079,8423,8473,13518,3715,1735,3814,3025,3753,4802,7174,10727,1563,20044,9760,9761,42310,866,7132,2557,17735,34684,4583,1240,14014,8299,7115,10981,1978,471708
2002,2,14725,1867,11262,9732,37509,14260,4201,1210,23138,17431,0,3871,13003,6511,2612,6105,17321,10029,2992,3621,2687,13263,8952,10310,14532,3680,1588,3835,2815,3499,5184,7701,10900,1624,22047,10910,10618,43918,751,8225,2750,20352,34220,4699,1657,15358,9008,8669,13716,2072,500940
2002,3,14017,2526,10875,9486,42511,15809,4795,1272,21658,15434,0,4381,13974,6632,3076,6702,16542,9687,3853,3519,3426,15520,12338,8737,15484,4450,1674,4629,3566,4142,5985,8571,10113,2079,23526,10043,12343,53959,855,7845,3165,19590,33863,4959,2116,15481,9774,9149,17472,2212,533815
2002,4,10166,2861,9467,6615,39102,13660,3962,1080,18699,10960,0,3961,11406,4914,2397,5062,13049,7169,3288,3077,2671,13443,12602,6138,13110,5046,1402,3598,3272,3616,4572,8877,7649,1947,20280,9477,11641,46189,723,5586,2771,13784,28393,4404,1843,13285,9247,7466,14721,2009,450657
2002,5,10113,2494,9317,5969,38746,12400,3845,1029,18466,10695,0,3702,9201,4105,1382,4394,10684,7294,2632,2494,2370,10752,7892,5502,9942,4446,1131,3626,2733,3430,4523,6725,6931,1626,15741,7415,9573,39715,740,5277,2269,13289,26793,4021,1379,11665,8477,6067,9683,1926,394621
2002,6,9747,2165,7996,5491,36549,10760,3546,888,19277,10655,0,3067,8142,3897,1316,3983,10026,7410,2376,2670,2333,9799,7184,5407,8625,3826,1031,3084,2565,2998,4180,5655,7111,1572,14597,6633,9396,35682,676,4938,1942,12056,26588,3596,1041,10760,7929,5240,8313,1891,366609
2002,7,9971,2382,8542,5841,36591,11900,3270,960,18402,10874,0,2986,9113,3870,1471,4057,10468,8212,2599,2731,1945,10010,7587,5875,9227,3706,1298,3327,2477,2789,4338,5524,7223,1475,16049,7060,8199,37797,667,5196,2032,13248,28133,3569,1159,11908,8113,5822,8077,1687,379757
2002,8,13849,3284,10247,8771,41049,16702,3906,1260,22379,14969,0,4613,11709,6031,2367,6678,15353,13106,3722,3790,2433,14395,13742,9621,13638,5006,1820,3971,3279,3249,5261,7468,12365,2295,23177,9974,11096,43966,740,8435,3557,18777,44632,4662,1448,15177,9962,7355,12758,2330,520374
2002,9,14652,2641,8653,9461,37498,16028,4078,1323,21525,16023,0,5329,11214,6016,3584,6917,14678,13392,5954,4292,2521,21546,19343,8687,13679,6030,2258,3781,3701,3093,4836,11785,11485,3286,23696,9549,14562,47468,791,8011,4247,16574,46364,5598,2021,15936,11558,9156,17838,2541,555199
2002,10,15985,3966,8957,12551,39581,18322,6049,1770,25079,19978,0,5034,14451,8973,5204,9427,18353,15183,7665,5609,3631,24900,19864,10932,19946,7210,3675,4309,4590,3954,6114,14793,14783,4076,27472,12216,12158,58388,958,8367,5997,19767,46540,5922,2586,20438,12434,11967,21100,2547,653771
2002,11,22113,2561,8607,15074,43898,17115,5218,2057,27178,20387,0,4108,15698,11593,6136,11666,21509,17646,4606,7173,3508,27201,13942,16608,21087,4723,3925,3975,3792,4527,5652,14740,18517,2818,34353,14037,11554,62065,916,10239,4520,26066,48528,6100,2245,22305,11548,13716,20012,2276,699838
2002,12,30468,3405,12165,17540,60906,19937,4909,2221,34630,30244,0,6119,17777,11829,6617,12555,27227,22486,4693,6496,3164,24642,13715,19794,23641,5923,4551,5205,3740,4190,7245,12300,24594,2798,35288,17806,15920,50445,830,15208,4759,31799,67410,9597,1744,25462,14189,13567,16814,3144,811708
2003,1,14956,2599,8288,8855,26778,13873,4439,1239,23087,15438,0,3451,12078,5725,2441,7472,14940,11470,2716,3372,3052,12536,8479,9337,13608,3669,1833,3789,2868,3670,4726,6594,10795,1577,19849,10263,10344,39189,788,7782,2808,18157,35385,4345,1047,15047,10424,7021,10965,1791,464955
2003,2,16261,2515,9983,10072,29495,15066,4644,1125,24217,18381,0,3995,13820,6552,2724,7033,17107,11155,2855,3668,3137,14267,10023,10129,15145,3949,1558,4022,2837,3352,5468,8020,11668,1666,24455,11845,11195,39908,801,8945,3040,21746,38241,5519,1518,15983,11690,8047,13652,2019,514513
2003,3,14311,2350,9507,8898,34532,15687,5525,1354,24409,15432,0,4411,14738,7024,3299,7683,15573,10975,3800,3920,3886,16850,13893,8787,15385,5174,1651,5025,3610,4024,5729,9355,10232,2054,26926,10619,13584,52412,874,7979,3359,18541,36316,5273,1854,17336,12718,8643,17431,2133,545081
2003,4,10495,2763,8186,6472,30227,13153,4471,1166,20223,10769,0,3867,11214,4923,2358,5633,12535,7482,3404,3373,3370,13537,11941,5874,12784,4989,1335,3835,3468,3491,4752,8613,8305,1850,20873,9293,11633,41926,830,6035,2621,13387,28376,4668,1647,13215,10766,7586,15347,1925,440986
2003,5,10224,2327,7723,5903,28265,12057,4248,1091,19618,11044,0,3521,9657,4269,1599,4482,10957,7502,2975,2828,3104,11312,9369,5769,10036,4459,1226,3693,2911,3373,4478,6612,7222,1746,17807,7608,10356,37090,737,5507,2402,13286,28697,4034,1263,13630,9877,6272,10318,1925,396409
2003,6,9958,2327,6983,5699,28105,11101,3681,1004,19218,10864,0,2954,8489,3966,1501,4365,10251,7610,2482,2681,2706,10428,9245,5448,9085,4130,1128,3151,2449,3087,4065,5689,7306,1503,16255,7312,9142,32639,624,5099,2316,13571,27307,3597,1108,11395,8698,5425,9080,1732,367959
2003,7,10419,2513,7413,5803,27642,10516,3546,967,18913,11049,0,2952,8973,3779,1570,4186,10518,8542,2714,2605,2389,10266,9531,6012,9600,3758,1199,3505,2476,2780,4232,5675,7401,1568,15351,7441,8550,31979,686,5345,2363,13434,28668,3817,1138,12439,8789,5514,9273,1662,371461
2003,8,13565,3427,9363,8527,31734,14796,3854,1231,23198,15217,0,4174,11663,5860,2612,6675,14607,11551,3996,3772,2727,14468,14666,9356,13517,4952,2099,4369,3424,3120,5337,7915,11789,2394,20724,10811,11353,38108,732,8004,3521,18584,45459,4774,1647,15365,10898,7016,13385,2060,502396
2003,9,14618,2762,9279,10127,30520,14494,4101,1262,22567,15858,0,5489,12353,5948,3901,7147,14434,13931,5732,3907,3416,21574,22102,8757,15648,6251,2565,3756,3942,3073,4960,11748,10849,3674,22074,10004,14511,43531,811,7896,4770,16340,46698,5771,2215,14928,12087,8383,20309,2689,553762
2003,10,16802,3503,9433,12688,30239,16339,5737,1665,25421,20627,0,5080,14227,16491,5733,9287,19091,16773,7975,5337,3897,25172,23612,11610,21292,7900,3804,4330,4342,3641,5795,14516,15394,4505,24820,12741,12682,50993,953,8796,6809,18831,45063,5679,2621,20115,13290,11931,24003,2446,654031
2003,11,21750,2264,9067,14360,31436,14562,4637,1938,26326,19408,0,4222,16221,19332,6811,10962,20413,16718,4988,7119,3541,26976,15734,15841,21109,4587,4251,4176,3770,4071,5215,14559,18440,2901,33138,14506,11916,54993,913,9704,4585,22810,44227,5938,2158,22905,11407,12691,22352,2281,674229
2003,12,32350,3024,14037,19012,39444,20027,5420,2258,37260,31454,0,6485,18865,21784,7797,12212,28173,24267,4755,6711,3671,26870,16210,20412,24327,6846,4888,5777,3689,4041,7543,13165,26351,2957,35970,19825,17077,48750,893,15344,5044,31093,70946,9957,1754,27911,15609,13430,19879,3723,839287
2004,1,16495,1863,9814,9937,31446,13212,4504,1214,25285,16620,0,3357,13218,14269,2903,7439,16373,11022,3151,3252,3404,13015,9977,9077,14249,3700,1878,4237,3017,3170,5200,7354,11265,1790,24344,11619,10763,37878,830,8025,2877,18923,38408,4444,1125,16254,10625,7923,11852,1978,504575
2004,2,16442,2417,10832,10569,30857,13134,4341,1252,25499,18275,0,4019,13843,14847,3189,7361,17430,11067,3060,3908,3622,15068,11579,10578,14788,4533,1712,4469,2743,2979,6185,7766,11157,1808,28511,12863,11983,40475,798,8613,3342,19565,38820,5455,1515,17268,12015,8381,15337,2179,538449
2004,3,14434,2804,9911,9040,31984,15260,4762,1226,24655,14571,0,4297,14850,15854,3633,7466,15804,10114,4050,3614,4145,17051,15082,8271,16304,5159,1761,4817,3444,3427,5558,9223,9901,2224,29876,10873,13496,50023,1014,7742,3361,18284,33863,4925,1847,17099,12715,8346,19012,2367,549539
2004,4,11189,3296,9441,6783,30670,13464,3718,1142,21383,11358,0,3999,11066,11670,2613,5934,13759,7889,3295,3269,3052,14806,13230,6323,14339,5174,1530,4243,3156,3083,5208,9242,7905,2098,25596,10250,12164,40954,791,5767,2957,13966,30009,4621,1703,13583,10958,7169,15781,2181,467777
2004,5,9601,2808,8612,5534,29423,11722,2369,885,19812,10210,0,3704,9374,9473,1725,4365,10022,7212,2773,2295,2569,12011,9919,6032,10163,4675,1396,3896,2534,2482,4218,6477,6571,1851,19232,8016,10544,31835,721,5252,2604,11656,27875,4084,1224,12719,10558,5029,10537,1915,390514
2004,6,10295,2507,7853,5638,29932,11536,3256,922,20445,10607,0,3091,8655,9960,1801,4619,10356,7666,2719,2747,2574,10729,8867,5750,10257,4496,1404,3612,2530,2468,4162,6091,6835,1629,18605,7892,10061,32140,733,5237,2569,11856,27576,3893,1037,11764,9865,5100,8875,1963,385175
2004,7,10996,2970,8393,6024,30543,12346,3386,959,20182,12000,0,3405,9515,9882,1797,4846,11465,8498,3023,2951,2520,11448,9399,6287,10919,4188,1484,3974,2686,2372,4124,6603,7473,1818,18383,8248,9287,33942,662,5657,2719,13553,29402,4133,1229,14868,9869,5563,9446,1943,407380
2004,8,13255,3581,9461,8021,33255,14515,3488,1206,21951,14095,0,3990,12161,12844,2899,6305,14328,11006,3821,3850,2775,14927,14543,8863,14146,5233,2236,4018,2993,2794,5202,8480,10842,2471,21719,10344,10478,36783,683,7476,3701,16211,40562,4497,1290,16093,10851,7450,13342,2080,497115
2004,9,14300,3277,10513,10398,32848,17048,3868,1415,20211,15570,0,5722,12131,12630,3977,7016,15506,13053,5891,4606,3130,19574,20801,8572,14999,6312,2851,4330,3978,2981,5626,12750,12395,3453,22489,10692,15472,41658,851,8662,4975,16899,47246,5926,1977,18574,13281,8434,18697,2856,570421
2004,10,17412,3884,10704,12862,34814,21187,5163,1675,29968,20510,0,5464,14948,17519,6079,10028,19964,16343,7943,5767,3171,24009,23706,11582,20877,7724,4148,4651,4623,3518,6299,16393,15259,4751,27029,13080,13001,49612,983,9359,6988,20203,46183,6196,2588,22217,14492,11808,22762,2485,681931
2004,11,22905,2811,10116,15381,35469,16729,4658,2029,32499,20156,0,4380,16829,19917,6977,11329,22421,17144,5127,8225,3360,25614,15000,16716,20846,4695,4315,4338,3789,4102,5596,16258,18716,2914,34650,14798,12773,54679,985,10698,4837,23668,49146,6238,2029,23367,12739,13364,20467,2354,708153
2004,12,33932,3649,16115,18919,45529,24024,5413,2457,44264,32671,0,6959,19881,21720,7767,12454,29561,24500,5157,7994,3623,24814,16600,21220,26473,6908,5149,6090,4195,3973,8304,14957,27504,3336,36235,20145,19196,51058,989,16819,5594,33717,74396,10896,1925,29251,17377,14080,18287,4021,890098
2005,1,16233,2063,10577,9525,32914,16352,3912,1215,27735,15543,0,3525,12685,13334,2932,7021,15884,10770,2922,3996,2850,13055,8898,9304,14538,3653,2023,3953,3035,2892,4824,7995,11026,1780,22110,11188,11121,34079,830,8118,2938,18037,38989,4658,1100,16412,11072,7240,10820,2037,499713
2005,2,16348,2567,12442,10240,35280,15840,4546,1276,27974,18009,0,4618,14224,15088,3327,7001,17896,11320,3183,4577,3158,15184,11393,10401,16354,4735,1872,4500,2957,2870,6010,8865,11237,2093,26903,13258,13127,39085,772,9654,3617,19990,40589,5532,1651,18371,13461,8862,15561,2475,560293
2005,3,15202,3171,11352,8809,39220,17225,4951,1418,27340,15869,0,4647,15909,15775,3951,7084,17209,10528,3664,4965,4167,17308,14876,8425,16482,5317,1910,4945,3292,3463,6204,9310,10209,2424,27842,11137,14312,48438,1018,8978,3630,18274,37361,5418,1739,19384,13670,9537,19147,2454,578960
2005,4,11515,3467,10939,7162,36292,15595,4393,1257,26838,11837,0,4407,11189,12723,2723,5755,13969,8623,3671,4253,3068,14828,13195,6580,14611,5560,1620,4138,3706,2841,5138,9604,8111,2237,24058,10651,13987,40205,830,6915,3400,14033,33776,4809,1715,17161,12453,7473,16033,2395,501739
2005,5,9970,2963,9353,5653,34995,12879,3444,1066,23642,10289,0,3768,9214,9681,1783,4401,10439,7390,3020,3237,2660,11272,8979,5546,10217,4534,1283,3747,2921,2687,4470,7202,6540,1883,19340,8536,10961,32177,691,5492,2641,11939,31304,4114,1170,13525,10653,5591,10199,1982,411443
2005,6,10780,2812,8978,6228,34607,12919,3219,979,24428,10632,0,3548,8807,9833,1713,4444,10857,8247,2581,3272,2479,9776,8526,5474,10700,4612,1255,3635,2367,2487,4447,6065,6955,1870,17987,7997,11098,31224,566,5828,2464,12072,30800,4254,993,12382,10987,5284,8682,1968,404118
2005,7,10475,3272,9929,6249,34042,12695,3264,978,23120,9582,0,3446,8944,9513,1736,4572,11424,8464,2792,3382,2291,10346,8963,6187,10579,4170,1382,3613,2480,2544,4488,6848,6940,1869,17788,8397,9422,31967,618,6204,2618,13203,35232,3817,1073,14752,10411,5675,9053,1870,412679
2005,8,12878,4177,11732,8224,38932,15555,3465,1250,27447,11518,0,4604,11829,11882,2578,6610,13851,11813,3649,4451,2727,13739,13997,7950,14758,5253,2073,4657,3035,2745,5443,8655,10129,2600,21020,11216,11217,35437,660,7992,3522,16610,47093,4736,1276,15299,11940,7116,12626,2388,514354
2005,9,16716,3556,12741,10821,41099,16831,4017,1419,30559,13770,0,6113,12146,12248,3777,7534,14679,24037,5467,5277,2994,18701,19827,11846,14781,6399,2721,4478,3860,2841,5618,12900,11942,3644,21996,11334,15675,41355,832,9128,4760,16791,53487,7464,1900,17952,14283,8499,18168,3038,612021
2005,10,17420,4278,12794,12049,39405,18124,5153,1679,33162,17493,0,6002,14140,16072,5782,9212,17513,22352,7361,6210,3411,20664,23875,15622,20434,7883,3694,5388,4382,3200,5892,15341,14470,4861,25200,14142,13009,44470,899,9517,6911,18548,54703,6797,2203,20664,15811,10735,21632,2701,683260
2005,11,24372,3217,12416,16067,40266,18686,4730,1977,36890,26597,0,5006,16737,18447,7715,11536,21396,25232,4526,7921,3318,23596,15385,22258,21723,4966,3959,6087,3999,3822,6105,14961,18470,3080,33397,16572,13652,51191,943,12039,5035,22962,59085,7713,1908,24818,13677,13243,20243,2717,754658
2005,12,38300,4537,19731,22126,51931,23885,5315,2585,51072,47212,0,8140,19122,22391,8154,13503,30174,35428,4930,8447,3647,23452,16694,28875,28847,7439,5197,8760,4364,4168,9136,15104,28937,3399,37212,24146,19982,50128,970,19031,5791,35440,91900,13351,1879,31002,19277,15185,18414,4548,993258
2006,1,18062,2502,12612,10339,43620,15377,4641,1367,33495,24951,0,4158,13984,15286,3333,8477,16582,16635,3357,4476,3274,13880,10849,13189,16268,4202,2222,4940,3141,2974,5690,9209,12455,2248,23956,12835,12192,38934,848,9631,3537,19203,47791,6051,1226,19217,13078,8032,12591,2575,589492
2006,2,18175,2985,14376,11188,43112,16519,4623,1329,33996,25909,0,5030,14516,16369,3431,7849,19278,15432,3722,4909,3315,15509,12910,12910,17584,4778,1912,5169,3380,2860,6564,9399,12405,2280,28370,14476,13317,41525,838,10264,3858,21099,48256,6786,1908,20005,14186,9113,16075,2671,626470
2006,3,16453,3584,13658,9944,49571,18631,5553,1412,34534,24657,0,5412,15766,17287,4240,8857,17643,14690,4452,4701,4005,17718,16002,11116,18204,5882,2041,6037,4002,3623,6985,10179,11197,2658,30153,13183,15610,50263,1014,9338,3939,19449,44632,6890,2091,20222,15266,9597,19468,2872,654681
2006,4,11525,3736,12953,7366,42880,15071,4190,1091,29361,17399,0,4929,10825,12068,2914,6413,13500,10737,3601,3858,3372,13306,13874,7909,14327,5495,1656,4740,3649,3002,5788,9632,8118,2273,22902,11610,14007,38960,766,6556,3267,14013,36846,5927,1766,21203,13473,7278,15043,2764,527939
